Review,Clean_Reviews,Predicted_Sentiment
I love it so much,i love it so much,1
interesting game..but i have only have one issue about it .. can you give us capitino back please 🥺🥺 .. i need itttt,interesting gamebut i have only have one issue about it can you give us capitino back please i need itttt,1
"The security thing is absolutely garbage, it takes too long to get the code, it takes 10 minutes, this is such a hassle for me especially who used cloud version. Remove that feature or find a better security way to log in to my account",the security thing is absolutely garbage it takes too long to get the code it takes 10 minutes this is such a hassle for me especially who used cloud version remove that feature or find a better security way to log in to my account,1
Please help my android to use gamepad,please help my android to use gamepad,1
Game got boring for me 💀 like there is barely any fun events but the story and plot is amazing and all but after the Fontaine story it got boring and like the character released isn't giving any excitement like before,game got boring for me like there is barely any fun events but the story and plot is amazing and all but after the fontaine story it got boring and like the character released isnt giving any excitement like before,1
Good,good,1
Nice game,nice game,1
"The game is fine so far, but just today, I don't know why I can't log in. It says because this game has a ""bug"" and need to wait until the developers update it before I can log in again.",the game is fine so far but just today i dont know why i cant log in it says because this game has a bug and need to wait until the developers update it before i can log in again,0
"Very fun, has a lot of characters that are unseen but claimable, I just can't get enough of it!",very fun has a lot of characters that are unseen but claimable i just cant get enough of it,1
I like the introduction but then i don't like the way the sound is like bro,i like the introduction but then i dont like the way the sound is like bro,1
It's pretty good for anime lover and i love this game for lore and art style,its pretty good for anime lover and i love this game for lore and art style,1
Nice,nice,1
"It's a very good game, amazing art style, character design and so much more, best game I have played in a while. Thanks for the experience",its a very good game amazing art style character design and so much more best game i have played in a while thanks for the experience,1
amazing! i loved every single character and the storyline was amazing,amazing i loved every single character and the storyline was amazing,1
"Version 5.4 sucks! Nothing is interesting. As a F2P, namecard challenge is so badly.",version 54 sucks nothing is interesting as a f2p namecard challenge is so badly,0
cool,cool,1
My Overall Experience Is Good And Impressive It Was Fun And With Mixing Emotions To The Story Makes Me Amazed To This Game Im Not Blessed With 5 Star Characters But Im Blessed With Good 4 Star Characters Thanks Hoyoverse For Making This Wonderful Game.,my overall experience is good and impressive it was fun and with mixing emotions to the story makes me amazed to this game im not blessed with 5 star characters but im blessed with good 4 star characters thanks hoyoverse for making this wonderful game,1
Best game ever,best game ever,1
Get bored of it hope genshin can improve I hope,get bored of it hope genshin can improve i hope,1
"I love it🤩🤩🤩 Been playing since Jan 2024 and honestly I don't regret it My only regret is not starting from day 1 The graphics, style, the music, the everything! Too bad there is not 10⭐️ cause hoyoverse deserves it I only hope you raise the probability of gaining the characters in wishing and can you bring back the old events please for new players?",i love it been playing since jan 2024 and honestly i dont regret it my only regret is not starting from day 1 the graphics style the music the everything too bad there is not 10 cause hoyoverse deserves it i only hope you raise the probability of gaining the characters in wishing and can you bring back the old events please for new players,1
Love this game,love this game,1
I would never forget about how much of good this game is but there still has a room for improvement lots of other games getting ahead of genshin in terms of visual but the story of genshin still remains top 1 hope they hear feedback of their communities that might helps them to grow even further I could have give them 5 star but I couldn't because of one reason If they focus at that then I could well focus at the feedback of you communities that might helps you a lot.,i would never forget about how much of good this game is but there still has a room for improvement lots of other games getting ahead of genshin in terms of visual but the story of genshin still remains top 1 hope they hear feedback of their communities that might helps them to grow even further i could have give them 5 star but i couldnt because of one reason if they focus at that then i could well focus at the feedback of you communities that might helps you a lot,1
Best of all rpg. Although I wished they introduced a weapon similar to blades of chaos of God of war.,best of all rpg although i wished they introduced a weapon similar to blades of chaos of god of war,0
No offense but it's kinda hard to earn more currency things or whatever it's called to get characters and also I do understand that it supposes to be a difficult to get characters in gotcha mechanics or whatever but it rarely very rarely let's you get any good characters and also the ad that said you would get free 10 pulls if you return to the games is a lie,no offense but its kinda hard to earn more currency things or whatever its called to get characters and also i do understand that it supposes to be a difficult to get characters in gotcha mechanics or whatever but it rarely very rarely lets you get any good characters and also the ad that said you would get free 10 pulls if you return to the games is a lie,1
"I love this game, it is a fun game and I enjoy the animations",i love this game it is a fun game and i enjoy the animations,1
Content is lackluster. Does not appreciate the community enough to give out rewards. It's like they're doing it on purpose to bore the community out of this game. They know that they will make money for new characters and popular char reruns.,content is lackluster does not appreciate the community enough to give out rewards its like theyre doing it on purpose to bore the community out of this game they know that they will make money for new characters and popular char reruns,1
Please fill the voices,please fill the voices,1
"Stopped playing because the developers decided not to give more rewards as you progress in the game. And there's nothing else to do when you finish all the quests including side quests, just a loop of dailies-spend resins-farm materials-logout. There's no fun unlike the early times.",stopped playing because the developers decided not to give more rewards as you progress in the game and theres nothing else to do when you finish all the quests including side quests just a loop of dailiesspend resinsfarm materialslogout theres no fun unlike the early times,0
I love this game it's good game and very interesting,i love this game its good game and very interesting,1
another wonderful game that went down the powercreep path.,another wonderful game that went down the powercreep path,1
"Recently (5.4 patch) After I launch the game it goes to ""checking for updates"" and it stays like that like the game crashed it's so annoying. Like I have to manually leave the game then open again? Why doesn't it like let me play the game?? I'm disappointed at this bug HoYoverse. Fix it asap. Idk if it's only mobile issue or like PC and both. But it's frustrating.",recently 54 patch after i launch the game it goes to checking for updates and it stays like that like the game crashed its so annoying like i have to manually leave the game then open again why doesnt it like let me play the game im disappointed at this bug hoyoverse fix it asap idk if its only mobile issue or like pc and both but its frustrating,0
Nice,nice,1
Need password and email I don't have password and email it also pretty fun But it needs wifi too why need wifi??,need password and email i dont have password and email it also pretty fun but it needs wifi too why need wifi,1
Thank you genshin impact I was glad to play this adventure game,thank you genshin impact i was glad to play this adventure game,1
Awesome,awesome,1
I like it but please make it less laggy,i like it but please make it less laggy,1
Great,great,1
The game is the best game i have ever played,the game is the best game i have ever played,1
I have loved this so much and I downloaded it like 3 times alr,i have loved this so much and i downloaded it like 3 times alr,1
Love it!!!! Best game ever!!,love it best game ever,1
THIS IS THE BEST GAME EVER!!!,this is the best game ever,1
"Dear Hoyoverse, your game is getting boring every patch, all just same not having some new creative idea. The cut scene getting downgrade and lastly is PLEASE HEARD YOUR PLAYER FEEEDBACK, there many feedback on internet. I said this because i have special memory with this game. PLEASE GIVE MORE CREATIVE ON THIS GAME AND THE NEW IDEA. This game (Genshin Impact) make your company big and Famous, please make more effort for this game. Thank You.",dear hoyoverse your game is getting boring every patch all just same not having some new creative idea the cut scene getting downgrade and lastly is please heard your player feeedback there many feedback on internet i said this because i have special memory with this game please give more creative on this game and the new idea this game genshin impact make your company big and famous please make more effort for this game thank you,1
It was a nice game,it was a nice game,1
Very smooth play. And graphic Beautiful 😍. I mostly love it,very smooth play and graphic beautiful i mostly love it,1
Not bad,not bad,0
It's disgusting,its disgusting,0
Amazing game☠️,amazing game,1
Please provide it in Hindi virson,please provide it in hindi virson,1
Dead game,dead game,0
Not fun anymore. Everything feels repetitive and some events are practically made for a specific recently released character that players may not have. And the newer designs of characters just don't look right for me.,not fun anymore everything feels repetitive and some events are practically made for a specific recently released character that players may not have and the newer designs of characters just dont look right for me,0
They mess with your wishes. I had 5 intertwined fate and 5 standards. I did 5 wishes on standards came back and my other 5 fates were gone as well.,they mess with your wishes i had 5 intertwined fate and 5 standards i did 5 wishes on standards came back and my other 5 fates were gone as well,1
Amazing,amazing,1
This is an amazing game that has good story lines and scenery i highly recommend to all,this is an amazing game that has good story lines and scenery i highly recommend to all,1
I like this game,i like this game,1
"I'm a veteran of this game since first release, trust me. The developers never updating their gameplay. The animation suck using animation not in game, while the characters talking it's like delay at the mouth, the movement characters suck. Conclusion, the developers only cares about their profit.",im a veteran of this game since first release trust me the developers never updating their gameplay the animation suck using animation not in game while the characters talking its like delay at the mouth the movement characters suck conclusion the developers only cares about their profit,1
This is so perfect for animation skill and cool charecter,this is so perfect for animation skill and cool charecter,1
I love the details and the quest and characters it is so fun,i love the details and the quest and characters it is so fun,1
"I've been a fan of casual games since the first play station out instead of the competitive ones. Genshin is an action and adventure game, though its challenges are less stressful and time consuming. Therefore, its mechanics and features suit me well. As many people might have known, genshin has a lot of potential that I wish to be unleashed soon.",ive been a fan of casual games since the first play station out instead of the competitive ones genshin is an action and adventure game though its challenges are less stressful and time consuming therefore its mechanics and features suit me well as many people might have known genshin has a lot of potential that i wish to be unleashed soon,1
Very fun game to play with your friends,very fun game to play with your friends,1
nice,nice,1
"IIIIIIIIITS AWESOME!! PLEASE PLAY IT!! ❤❤ amazing graphics characters, land ,plot, just awesome in general!! ❤",iiiiiiiiits awesome please play it amazing graphics characters land plot just awesome in general,1
Good game,good game,1
Impressive!!,impressive,1
Nice game,nice game,1
"Amazing game, great story, amazing quality.",amazing game great story amazing quality,1
Best game ever I'm so addicted,best game ever im so addicted,1
Very good good game,very good good game,1
"Great game, ever since I got it I've been obsessed, the game is amazing and entertaining",great game ever since i got it ive been obsessed the game is amazing and entertaining,1
"It is so fantastic game , I like it 👍🏻😍",it is so fantastic game i like it,1
"The best game I've ever played! Top quality soundtracks, graphics and marvelous story.",the best game ive ever played top quality soundtracks graphics and marvelous story,1
My dear genshin:) it all start from 3 years ago when i saw a ad and decided to download you ofc at first i didnt knew anything but still it was such a fun when i get to know Hu tao i realy wanted to get her i work so hard just to get her all these 3 years but in these 3 years i get used to you:) in the second year i used to always play lol. Oh sumero it was my best year ever...the best time of my life was back then. but now im not that old traveler im sorry thank you for special memories of me:),my dear genshin it all start from 3 years ago when i saw a ad and decided to download you ofc at first i didnt knew anything but still it was such a fun when i get to know hu tao i realy wanted to get her i work so hard just to get her all these 3 years but in these 3 years i get used to you in the second year i used to always play lol oh sumero it was my best year everthe best time of my life was back then but now im not that old traveler im sorry thank you for special memories of me,1
I love it 🤩🥰🤩😍😍,i love it,1
"This game is.. quite fun id say. (dont mind my pfp, its me quite some time ago.) the graphics, quality, what sorts are all quite nice, but it takes a DANG load of storage and takes SOOO FREAKING LONG to loud in. atp, i spend more time waiting for it to load then actually play it. (other then that, its nice)",this game is quite fun id say dont mind my pfp its me quite some time ago the graphics quality what sorts are all quite nice but it takes a dang load of storage and takes sooo freaking long to loud in atp i spend more time waiting for it to load then actually play it other then that its nice,1
I love the serenity And thr character are so pretty,i love the serenity and thr character are so pretty,1
That's impressive!!,thats impressive,1
"I played this game since the first Venti banner and dedicated YEARS in this game. But sadly, things took a turn in terms of the quality of the game :( I started disliking the story and pacing during Fontaine, the characters there I do love but I cannot bring myself to play any more of those long quests. The side quests are also just as long maybe more, and all it gives you is the tiniest piece of lore. And don't even get me started with Natlan, it felt foreign to what this game had at first.",i played this game since the first venti banner and dedicated years in this game but sadly things took a turn in terms of the quality of the game i started disliking the story and pacing during fontaine the characters there i do love but i cannot bring myself to play any more of those long quests the side quests are also just as long maybe more and all it gives you is the tiniest piece of lore and dont even get me started with natlan it felt foreign to what this game had at first,1
I like this game but the storage of this game is to much,i like this game but the storage of this game is to much,1
I love it 💞,i love it,1
I like it,i like it,1
One of the best story line based game I ever played in my life. Thank you genshin impact developers you made my life meaning full thankyou once again and forever,one of the best story line based game i ever played in my life thank you genshin impact developers you made my life meaning full thankyou once again and forever,1
I really love this game and the graphics are out of this world! I just wish it didn't take so long to download but by watching videos on YouTube I learned how to speed up the process 5/5!!,i really love this game and the graphics are out of this world i just wish it didnt take so long to download but by watching videos on youtube i learned how to speed up the process 55,1
The is no options for a delete button for character your not even using,the is no options for a delete button for character your not even using,0
Love you all,love you all,1
It's really fun with The realistic graphics and characters it makes me very happy when I get a five star everytime and the long Journey to continue.,its really fun with the realistic graphics and characters it makes me very happy when i get a five star everytime and the long journey to continue,1
A good one,a good one,1
It's the worst game ever I hate that I can't get many characters??? I always lose my 50s and all my limited five star are hard pity and I have no time to play more than 2 hours a day I don't want to spend money too I played for five years and I am not lucky at all I started to hate the game and I will delete it soon if it continued to be like this with me,its the worst game ever i hate that i cant get many characters i always lose my 50s and all my limited five star are hard pity and i have no time to play more than 2 hours a day i dont want to spend money too i played for five years and i am not lucky at all i started to hate the game and i will delete it soon if it continued to be like this with me,0
"Y'ALL ARE LACKING, REALLY LACKING, WUWA ON TOP",yall are lacking really lacking wuwa on top,1
I can only say this game is masterpiece,i can only say this game is masterpiece,1
"Honestly, Natlan alone ruined the whole game for me. I felt like I was scammed. After all the fun moments playing Genshin, the memorable stories of the other nations, the emotional hits and the likable characters, the heartwarming adventures... Natlan was too bland and utterly out of place for me. I don't think I'll ever come back to the game simply due to the fact that I'll never get over the unskippable, lackluster story of Natlan. I'll be seething through it all, it's not worth it anymore.",honestly natlan alone ruined the whole game for me i felt like i was scammed after all the fun moments playing genshin the memorable stories of the other nations the emotional hits and the likable characters the heartwarming adventures natlan was too bland and utterly out of place for me i dont think ill ever come back to the game simply due to the fact that ill never get over the unskippable lackluster story of natlan ill be seething through it all its not worth it anymore,1
"Honestly,...I played this game for a few months got to ar 55 and maxed out everything after,I wasn't allowed to play it anymore and this game brings back nostalgia and will forever always be in my heart...",honestlyi played this game for a few months got to ar 55 and maxed out everything afteri wasnt allowed to play it anymore and this game brings back nostalgia and will forever always be in my heart,1
Fun but took an hour to load,fun but took an hour to load,1
Nice 👍,nice,1
"I love about everything Genshin, but it really needs a proper skip botton",i love about everything genshin but it really needs a proper skip botton,1
Still no controller support.,still no controller support,1
It would be nice but my storage is too big because of the size of the MB or the resources 😭,it would be nice but my storage is too big because of the size of the mb or the resources,0
This is really fun and hard! I love it!,this is really fun and hard i love it,1
Good gacha game,good gacha game,1
Best game ever,best game ever,1
"Disappointing, Lack of QoL, Story and content got boring and repetitive. Not to mention paygating features that should have been free to play.",disappointing lack of qol story and content got boring and repetitive not to mention paygating features that should have been free to play,0
Feels like a chore to grind at this point.,feels like a chore to grind at this point,1
Amazing,amazing,1
"Poor performance in natlan patch, fix it!",poor performance in natlan patch fix it,0
"Make this better please hoyoverse, I still want to play it but the problem is it's so annoying hard and really hard to level, also the rewards are really not enough, please fix everything I love this game.",make this better please hoyoverse i still want to play it but the problem is its so annoying hard and really hard to level also the rewards are really not enough please fix everything i love this game,1
Nice graphics and easy to navi.,nice graphics and easy to navi,1
"The game was nice, but the long I play, I'm getting bored of the forever cycle, and the community is so toxic, also the Hoyoverse doesn't put attention to the players and the low quality, selfish! Draining our wallets just to lost on banners.",the game was nice but the long i play im getting bored of the forever cycle and the community is so toxic also the hoyoverse doesnt put attention to the players and the low quality selfish draining our wallets just to lost on banners,0
"Miss Playing 🥺💝, As soon i get new high end phone i will download this game",miss playing as soon i get new high end phone i will download this game,1
"Update: Natlan archon story is pretty lackluster, especially after Fontaine's. I feel like Genshin right now doesn't feel as fun and becomes kinda stagnant? Kinda sad tbh since I've been playing from version 1.0. I kinda miss the amazing world quests like Aranara, Jeht's quest, Enkanomiya, etc. I really wish there is a new combat system. I like honkai impact's battle that needs a lot of combo haha. I really hope this game will get better.",update natlan archon story is pretty lackluster especially after fontaines i feel like genshin right now doesnt feel as fun and becomes kinda stagnant kinda sad tbh since ive been playing from version 10 i kinda miss the amazing world quests like aranara jehts quest enkanomiya etc i really wish there is a new combat system i like honkai impacts battle that needs a lot of combo haha i really hope this game will get better,1
"I played dragon nest before, this game has resemblance on it but much realistic graphics. I'll give it a 5 star for now and will continue my Journey.",i played dragon nest before this game has resemblance on it but much realistic graphics ill give it a 5 star for now and will continue my journey,1
"Best game I've played since splatoon, highly recommend if you are patient enough to finish the story",best game ive played since splatoon highly recommend if you are patient enough to finish the story,1
Amazing game,amazing game,1
"not bad, not good",not bad not good,0
This awesome,this awesome,1
I love it!! It's a very lively and adventurous game...,i love it its a very lively and adventurous game,1
"Good but boring for ar 60 maybe you could add more ar and reward and adds more characters and primo like for every chest you find you get 5-10 primo btw i love it🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻so 5 stars i also recommend this for a person who like adventures, traveling, fighting,and stories have fun traveling teyvat",good but boring for ar 60 maybe you could add more ar and reward and adds more characters and primo like for every chest you find you get 510 primo btw i love itso 5 stars i also recommend this for a person who like adventures traveling fightingand stories have fun traveling teyvat,1
Very interesting game,very interesting game,1
Fun game,fun game,1
Add more quest pls,add more quest pls,1
Super experience buttyfull anime story,super experience buttyfull anime story,1
"Seems the abyyss is upnormal now... Mobile player cannot enjoy this... Again i want to give negative star for the new event called ""Realm of Tempered Valor"". This game is getting bad bad bad. . .",seems the abyyss is upnormal now mobile player cannot enjoy this again i want to give negative star for the new event called realm of tempered valor this game is getting bad bad bad,0
ITS SOOO GOOD!!!,its sooo good,1
"No talking, 5 stars.",no talking 5 stars,0
"Used to love this game... I still play it as of today though l, but the rewards are really disappointing... It's not enough. Same with the wishing system. Just please reward your players better.",used to love this game i still play it as of today though l but the rewards are really disappointing its not enough same with the wishing system just please reward your players better,1
This game doesn't support for Gamepad on Android...,this game doesnt support for gamepad on android,1
I like this game this cause this is multiplayer game and this game story is to good And graphics is best,i like this game this cause this is multiplayer game and this game story is to good and graphics is best,1
The best game but they mush reduce the storage it takes,the best game but they mush reduce the storage it takes,1
best dpt rmai kawan pstu jd boring solo sejak file mkin besar that makes people terpaksa pensi,best dpt rmai kawan pstu jd boring solo sejak file mkin besar that makes people terpaksa pensi,1
nice graphics need optimization,nice graphics need optimization,1
Best game ever,best game ever,1
"1★ because 59/80 still no Mavuika Weapon, unlike the others who pull just 10/30 they got it early. This RNG sucks bro.",1 because 5980 still no mavuika weapon unlike the others who pull just 1030 they got it early this rng sucks bro,0
I'll give it 5 star but I didn't play this game because first update is very big 🥺😭but I want to play this!!!!!,ill give it 5 star but i didnt play this game because first update is very big but i want to play this,0
Game crashes on my device in loading screen during verifying file integrity,game crashes on my device in loading screen during verifying file integrity,1
"GENSHIN IS SO FUN!!!!! Its like My favourite game of...ALL TIME!!!! I love learning and exploring! Finding new checkpoints and fighting those slimes and (I think?) Hilicurls (I forgot their name) It's an AWESOME, BEAUTIFUL, AMAZING ADVENTURE GAME (Just like you! 😊) AND I NEVER REGRET INSTALLING THIS EVER!",genshin is so fun its like my favourite game ofall time i love learning and exploring finding new checkpoints and fighting those slimes and i think hilicurls i forgot their name its an awesome beautiful amazing adventure game just like you and i never regret installing this ever,1
This game is so skibidi rizz but i lost 5050 to jean😡,this game is so skibidi rizz but i lost 5050 to jean,0
"Do you want to play as a MC who sucks, pull for characters with no expressions or soul and play story with group of characters arranged in circle and yap nonstop with same 4-5 animations entire game? Then GI is perfect game for you. No endgame content, no respect for players, feels like a drag to login daily to do nothing but commissions. I used to enjoy this game a lot during my first months after installation, now after playing for 2 years I'm getting bored and lost hope for this game.",do you want to play as a mc who sucks pull for characters with no expressions or soul and play story with group of characters arranged in circle and yap nonstop with same 45 animations entire game then gi is perfect game for you no endgame content no respect for players feels like a drag to login daily to do nothing but commissions i used to enjoy this game a lot during my first months after installation now after playing for 2 years im getting bored and lost hope for this game,0
Let me pull 1 four star please 😭,let me pull 1 four star please,1
Very thrilling,very thrilling,1
"Please help, in south india ping is very high, unplayeble",please help in south india ping is very high unplayeble,1
THE BEST MOBILE GAME IN THE WORLD🌏🌍,the best mobile game in the world,1
Love this game even tho I play at bad graphic XD,love this game even tho i play at bad graphic xd,1
"Without a doubt, this is the best rpg on playstore. The graphic and stroyline is great. Needs a bit of time to dowbload (31 gb ++), in the end ita all worth it. Your phn need to hv good specs to enjoy the games more.",without a doubt this is the best rpg on playstore the graphic and stroyline is great needs a bit of time to dowbload 31 gb in the end ita all worth it your phn need to hv good specs to enjoy the games more,1
I love how you can switch characters and still go adventure off to the woods or something and you also have a map plus gliding wings wish are so awesome and cool BTW but overall I LOVE GENSHIN IMPACT its so cool,i love how you can switch characters and still go adventure off to the woods or something and you also have a map plus gliding wings wish are so awesome and cool btw but overall i love genshin impact its so cool,1
Nice game,nice game,1
So fun game,so fun game,1
"As a max level player playing for 4 years straight, farming for artifacts, talent and weapon level up materials has become a chore. I hope that there would be a mechanics or rubrics on how we can increase our chances of getting our desired materials especially towards max level players because playing has became more boring if you have done the events and the quests.",as a max level player playing for 4 years straight farming for artifacts talent and weapon level up materials has become a chore i hope that there would be a mechanics or rubrics on how we can increase our chances of getting our desired materials especially towards max level players because playing has became more boring if you have done the events and the quests,1
Okay I try but I give you five star⭐,okay i try but i give you five star,1
It have very good story the game is very good and paimon is sooo cute,it have very good story the game is very good and paimon is sooo cute,1
"I can honestly say that this game is a masterpiece. Completely professionally made and unique... But at the same time, there's something about this game that gets on my nerves, and that's that as you upgrade your character, your game rank and world level go up quickly, and you can't just be happy and enjoy the fact that you upgraded your character...",i can honestly say that this game is a masterpiece completely professionally made and unique but at the same time theres something about this game that gets on my nerves and thats that as you upgrade your character your game rank and world level go up quickly and you cant just be happy and enjoy the fact that you upgraded your character,1
Nice,nice,1
This game graphics and quality is good,this game graphics and quality is good,1
"There REALLY needs to be a stamina upgrade. So many new nations yet not even a tiny bit more of stamina, seriously? Lagging is not that bad until you get to a bigger nation such as Fontaine and sumeru. For the main story quests or any quests involving dialogue, there NEEDS to be a skip button. Nobody is genuinely reading every single line. There are too many quests that are time consuming and makes this game less fun each update.",there really needs to be a stamina upgrade so many new nations yet not even a tiny bit more of stamina seriously lagging is not that bad until you get to a bigger nation such as fontaine and sumeru for the main story quests or any quests involving dialogue there needs to be a skip button nobody is genuinely reading every single line there are too many quests that are time consuming and makes this game less fun each update,1
I really loved genehin impact🤕then I broke my mom's tablet hehe soo it took awhile then I got a new phone and I played this time it was amazing 💙🌌,i really loved genehin impactthen i broke my moms tablet hehe soo it took awhile then i got a new phone and i played this time it was amazing,1
I would much like it if it wasn't becoming a gooner game honestly. I became to hate this game,i would much like it if it wasnt becoming a gooner game honestly i became to hate this game,1
"I played genshin for like 3 years. I like the updates, the characters and everything. But every update, it makes the game unplayable because it keeps crashing every move I make. i already clear the past quest data, I already put my graphics straight lowest, I cleaned up my phone deleting unecessary apps, and it still crashes. I haven't gotten a single time where I play peacefully, no lags and such. That's why I haven't grinded a lot these days",i played genshin for like 3 years i like the updates the characters and everything but every update it makes the game unplayable because it keeps crashing every move i make i already clear the past quest data i already put my graphics straight lowest i cleaned up my phone deleting unecessary apps and it still crashes i havent gotten a single time where i play peacefully no lags and such thats why i havent grinded a lot these days,1
Best,best,1
It's the best game in the world 🌍🌍🌍,its the best game in the world,1
This is so helpfull game if you a guy like advenjers,this is so helpfull game if you a guy like advenjers,1
"I'm done. Played since 2020. Quit since Feb 2024. QoL changes have been nothing but ""bait and switch"" tactics and poorly implemented. All for filling the devs' pockets. Rewards are mediocre, community gaslights other people into thinking they're greedy for asking for more rewards. Wuthering Waves is infinitely better. There is no hope for this game. Stay far away from this game and its community. Edit: Honkai Star Rail has fallen to the greedy path. ZZZ will eventually. This company is greedy.",im done played since 2020 quit since feb 2024 qol changes have been nothing but bait and switch tactics and poorly implemented all for filling the devs pockets rewards are mediocre community gaslights other people into thinking theyre greedy for asking for more rewards wuthering waves is infinitely better there is no hope for this game stay far away from this game and its community edit honkai star rail has fallen to the greedy path zzz will eventually this company is greedy,1
So nice,so nice,1
Amazing game i love playing it !,amazing game i love playing it,1
Best mmorpg,best mmorpg,1
"this game has great art, story, and characters. Hopefully the voice actor legal drama is resolved soon.",this game has great art story and characters hopefully the voice actor legal drama is resolved soon,1
Yah 3 wishes,yah 3 wishes,1
My fav game,my fav game,1
Looking for help on account!!!!,looking for help on account,1
"Magnificent game, beautiful scenery and excellent story. I have played lots of open world gacha games that have been released recently but I could never come across such game as this. I think there is no open world gacha game that have an old age themes, which suit the characters and storyline.",magnificent game beautiful scenery and excellent story i have played lots of open world gacha games that have been released recently but i could never come across such game as this i think there is no open world gacha game that have an old age themes which suit the characters and storyline,1
greedy arc,greedy arc,0
"I've sat here and resent the code at least 3 times, I've checked my wifi, password, everything. I'm on a new phone and it refuses to send me any code to verify so I can get into the game. I'm NOT making a new account.",ive sat here and resent the code at least 3 times ive checked my wifi password everything im on a new phone and it refuses to send me any code to verify so i can get into the game im not making a new account,0
Best game in the play store,best game in the play store,1
"Please dub some of the Chinese cut scenes, it made my ears bleed",please dub some of the chinese cut scenes it made my ears bleed,1
Best game ever characters 👌 and the settings are amazing! The only problem is that it takes up a lot of space on a phone.,best game ever characters and the settings are amazing the only problem is that it takes up a lot of space on a phone,1
I just love this girl,i just love this girl,1
Nice Game,nice game,1
I love this game but We need more rewards plss😭😭🙏were depressing,i love this game but we need more rewards plsswere depressing,1
"Genshin Impact is a visually stunning RPG with great combat and storytelling. However, when comes to exploration, may could be improved, especially in chest discovery. Relying on weekly reputation resets is inconvenient—a character with a passive to scan for chests would help. Chest rewards also feel unbalanced, as tough enemies like Wayob in Natlan drop only common chests. Stronger foes should give better loot. Overall, the game is fantastic, but refining exploration and rewards.",genshin impact is a visually stunning rpg with great combat and storytelling however when comes to exploration may could be improved especially in chest discovery relying on weekly reputation resets is inconvenienta character with a passive to scan for chests would help chest rewards also feel unbalanced as tough enemies like wayob in natlan drop only common chests stronger foes should give better loot overall the game is fantastic but refining exploration and rewards,1
"In all seriousness this game is a mix of anime, Comedy, and good story writing I recommend",in all seriousness this game is a mix of anime comedy and good story writing i recommend,1
"best game adventure ever, love it.. please give some more primogems free xoxo",best game adventure ever love it please give some more primogems free xoxo,1
I have played this game before the game is super good everything is super good let's not even start on the graphics but the game needs around 40 G so most people can't play it,i have played this game before the game is super good everything is super good lets not even start on the graphics but the game needs around 40 g so most people cant play it,1
I was going to log in for first time it took about 2 hours for the loading to log in and when I was in it was soooooooooooo boring so I stopped playing,i was going to log in for first time it took about 2 hours for the loading to log in and when i was in it was soooooooooooo boring so i stopped playing,0
Best game I have ever played,best game i have ever played,1
The game is great but there are a few problems such as there are not enough rewards and it is difficult to transfer data files from one device to another,the game is great but there are a few problems such as there are not enough rewards and it is difficult to transfer data files from one device to another,0
THIS IS GAME IS SO COOL I got reasons first there is so many different characters you can play with and second is pretty realistic very much but this game is worth it to install it,this is game is so cool i got reasons first there is so many different characters you can play with and second is pretty realistic very much but this game is worth it to install it,1
I like your game it was best game iam see forever,i like your game it was best game iam see forever,1
Genshin game developer please add customise controls we want to customise controls best way so please add option,genshin game developer please add customise controls we want to customise controls best way so please add option,1
This is an amazing game I've had alot of fun with it and I have even gotten others to play because of how much fun it is to play with others,this is an amazing game ive had alot of fun with it and i have even gotten others to play because of how much fun it is to play with others,1
It is a very good game👍🌹,it is a very good game,1
This game is really awesome 👌,this game is really awesome,1
Best game,best game,1
Really good but hate that I have to travel via walking if there were means of transportation or pets it would be great,really good but hate that i have to travel via walking if there were means of transportation or pets it would be great,1
Game is amazing if ping could be green for Indian players it will be very helpful 💕.,game is amazing if ping could be green for indian players it will be very helpful,1
Now i love it,now i love it,1
"Greedy & unthankful dev, dry content",greedy unthankful dev dry content,0
It's a very well game this game is full fill my ❤️‍🩹,its a very well game this game is full fill my,1
A very lovely game,a very lovely game,1
Good graphics,good graphics,1
good game because it is fighting game mixed with exploration,good game because it is fighting game mixed with exploration,1
Stupid game everyone is npc,stupid game everyone is npc,0
i love it.,i love it,1
Very good,very good,1
I love it i always love open world game i like the gameplay character and story this is one of the best game I ever played in mobile,i love it i always love open world game i like the gameplay character and story this is one of the best game i ever played in mobile,1
13est game ever <3,13est game ever 3,1
The storyline is great and the fighting style is also great for me,the storyline is great and the fighting style is also great for me,1
I wanted to give this game a try. BUT 30 GIGABYTES AWWWW HELL NAHHHH. Thats way too much storage needed. Thats a sin. No low end or even mid end phone has more than 128gb of storage. And i only got 8gb of free space left. A shame. I was ready to commit the cardinal sin of giving this game a try. I saw your deleted response genshin team. But im forced to download 30gb first. I cant change any settings for game size prior to downloading the 30gb package. But thanks for responding anyway. God bless,i wanted to give this game a try but 30 gigabytes a hell nahhhh thats way too much storage needed thats a sin no low end or even mid end phone has more than 128gb of storage and i only got 8gb of free space left a shame i was ready to commit the cardinal sin of giving this game a try i saw your deleted response genshin team but im forced to download 30gb first i cant change any settings for game size prior to downloading the 30gb package but thanks for responding anyway god bless,0
Great game😎😎😎🥰,great game,1
